-5.000000	-103.010786
-4.983306	-101.943959
-4.966611	-113.493717
-4.949917	-107.778150
-4.933222	-100.982839
-4.916528	-94.616735
-4.899833	-108.364920
-4.883139	-98.029071
-4.866444	-114.105056
-4.849750	-112.747301
-4.833055	-93.381432
-4.816361	-104.933785
-4.799666	-87.787151
-4.782972	-124.513561
-4.766277	-108.257577
-4.749583	-111.158094
-4.732888	-104.817217
-4.716194	-92.907128
-4.699499	-120.180117
-4.682805	-111.397040
-4.666110	-100.048411
-4.649416	-91.695414
-4.632721	-89.995580
-4.616027	-111.909615
-4.599332	-114.623583
-4.582638	-92.362820
-4.565943	-102.080114
-4.549249	-94.031144
-4.532554	-87.837299
-4.515860	-80.689629
-4.499165	-86.810520
-4.482471	-88.341895
-4.465776	-99.413048
-4.449082	-109.030739
-4.432387	-116.654065
-4.415693	-117.604919
-4.398998	-94.663332
-4.382304	-97.432108
-4.365609	-91.137558
-4.348915	-93.622907
-4.332220	-110.522875
-4.315526	-88.963716
-4.298831	-100.459167
-4.282137	-108.836573
-4.265442	-93.947526
-4.248748	-84.719437
-4.232053	-106.882169
-4.215359	-109.229211
-4.198664	-87.349299
-4.181970	-109.553128
-4.165275	-106.257559
-4.148581	-105.117837
-4.131886	-97.784011
-4.115192	-101.864648
-4.098497	-80.903170
-4.081803	-90.060850
-4.065109	-75.256508
-4.048414	-105.522725
-4.031720	-75.500940
-4.015025	-94.520670
-3.998331	-108.430055
-3.981636	-71.363124
-3.964942	-82.069836
-3.948247	-89.029428
-3.931553	-72.182945
-3.914858	-93.138975
-3.898164	-85.747678
-3.881469	-96.234800
-3.864775	-90.551825
-3.848080	-100.291463
-3.831386	-100.777291
-3.814691	-69.496024
-3.797997	-83.239270
-3.781302	-74.077678
-3.764608	-75.206715
-3.747913	-74.027638
-3.731219	-72.592340
-3.714524	-90.557469
-3.697830	-81.084841
-3.681135	-69.955803
-3.664441	-99.033964
-3.647746	-89.338255
-3.631052	-69.319321
-3.614357	-73.296074
-3.597663	-79.374812
-3.580968	-75.646919
-3.564274	-69.817478
-3.547579	-84.608642
-3.530885	-79.217391
-3.514190	-65.254503
-3.497496	-63.672093
-3.480801	-79.535138
-3.464107	-69.642092
-3.447412	-61.681462
-3.430718	-90.404242
-3.414023	-77.659809
-3.397329	-68.444437
-3.380634	-95.580886
-3.363940	-77.044761
-3.347245	-59.642950
-3.330551	-78.569463
-3.313856	-91.701039
-3.297162	-62.010417
-3.280467	-75.159950
-3.263773	-67.384217
-3.247078	-63.911855
-3.230384	-83.785758
-3.213689	-83.037738
-3.196995	-89.348611
-3.180301	-66.289585
-3.163606	-77.380113
-3.146912	-55.703535
-3.130217	-82.284871
-3.113523	-63.508995
-3.096828	-72.771273
-3.080134	-77.543462
-3.063439	-81.345607
-3.046745	-85.157182
-3.030050	-65.367591
-3.013356	-77.030876
-2.996661	-67.500229
-2.979967	-85.301576
-2.963272	-65.713717
-2.946578	-68.233957
-2.929883	-63.404017
-2.913189	-64.311026
-2.896494	-68.199275
-2.879800	-85.902529
-2.863105	-65.267405
-2.846411	-66.795975
-2.829716	-63.586662
-2.813022	-67.208179
-2.796327	-61.303093
-2.779633	-59.239814
-2.762938	-50.312279
-2.746244	-61.926778
-2.729549	-56.362804
-2.712855	-49.970478
-2.696160	-75.817010
-2.679466	-66.115174
-2.662771	-49.916333
-2.646077	-72.488480
-2.629382	-52.043181
-2.612688	-70.921298
-2.595993	-78.018272
-2.579299	-77.982542
-2.562604	-72.233333
-2.545910	-57.250527
-2.529215	-46.026575
-2.512521	-45.565409
-2.495826	-69.865304
-2.479132	-68.281432
-2.462437	-58.783959
-2.445743	-50.484385
-2.429048	-78.029296
-2.412354	-60.986846
-2.395659	-58.287677
-2.378965	-57.716311
-2.362270	-69.216433
-2.345576	-75.243396
-2.328881	-61.426902
-2.312187	-69.846316
-2.295492	-67.698222
-2.278798	-71.706372
-2.262104	-72.023792
-2.245409	-70.955819
-2.228715	-51.620486
-2.212020	-64.278660
-2.195326	-54.906557
-2.178631	-68.216308
-2.161937	-34.524408
-2.145242	-36.053783
-2.128548	-49.269761
-2.111853	-64.122588
-2.095159	-45.722865
-2.078464	-44.446234
-2.061770	-68.119622
-2.045075	-67.276483
-2.028381	-32.761348
-2.011686	-40.665200
-1.994992	-59.626993
-1.978297	-47.394021
-1.961603	-35.187721
-1.944908	-53.357156
-1.928214	-40.057714
-1.911519	-52.128337
-1.894825	-48.852526
-1.878130	-52.962996
-1.861436	-63.270958
-1.844741	-28.248719
-1.828047	-60.916129
-1.811352	-55.228875
-1.794658	-44.181095
-1.777963	-64.808132
-1.761269	-47.322412
-1.744574	-31.073054
-1.727880	-30.587715
-1.711185	-44.472240
-1.694491	-24.671292
-1.677796	-42.045036
-1.661102	-50.222544
-1.644407	-62.087091
-1.627713	-35.395548
-1.611018	-45.913049
-1.594324	-53.581829
-1.577629	-26.124399
-1.560935	-22.960109
-1.544240	-47.260602
-1.527546	-38.442377
-1.510851	-45.867522
-1.494157	-47.208932
-1.477462	-54.659030
-1.460768	-39.051687
-1.444073	-23.921319
-1.427379	-51.786302
-1.410684	-48.523127
-1.393990	-28.468075
-1.377295	-31.567996
-1.360601	-49.763643
-1.343907	-25.493542
-1.327212	-55.472979
-1.310518	-29.565858
-1.293823	-29.706390
-1.277129	-23.700208
-1.260434	-41.441510
-1.243740	-30.726475
-1.227045	-36.460236
-1.210351	-15.185672
-1.193656	-34.960910
-1.176962	-41.262287
-1.160267	-25.626497
-1.143573	-51.650005
-1.126878	-45.935746
-1.110184	-37.429175
-1.093489	-37.192989
-1.076795	-37.280968
-1.060100	-19.839501
-1.043406	-14.657398
-1.026711	-16.336590
-1.010017	-41.584276
-0.993322	-31.154620
-0.976628	-23.161702
-0.959933	-25.628436
-0.943239	-31.878622
-0.926544	-40.830450
-0.909850	-21.518594
-0.893155	-9.947208
-0.876461	-21.749716
-0.859766	-17.133456
-0.843072	-43.703049
-0.826377	-11.391445
-0.809683	-41.587021
-0.792988	-32.110427
-0.776294	-27.411213
-0.759599	-42.303539
-0.742905	-32.908148
-0.726210	-5.256539
-0.709516	-27.695079
-0.692821	-24.288762
-0.676127	-13.286199
-0.659432	-16.170357
-0.642738	-17.398870
-0.626043	-30.127289
-0.609349	-24.811567
-0.592654	-18.209600
-0.575960	-6.236899
-0.559265	-11.533272
-0.542571	-13.194399
-0.525876	-28.552898
-0.509182	-39.018356
-0.492487	-33.232419
-0.475793	-6.388206
-0.459098	-23.902342
-0.442404	-11.249197
-0.425710	-2.512437
-0.409015	-31.616667
-0.392321	-8.154555
-0.375626	-29.906083
-0.358932	-27.677996
-0.342237	-24.153721
-0.325543	-8.195766
-0.308848	2.893731
-0.292154	-5.046742
-0.275459	0.950184
-0.258765	-35.030943
-0.242070	-29.539605
-0.225376	-31.250077
-0.208681	-8.808236
-0.191987	-25.173135
-0.175292	-12.430497
-0.158598	-17.144873
-0.141903	-18.148147
-0.125209	-2.941338
-0.108514	-26.166045
-0.091820	4.790895
-0.075125	-12.674605
-0.058431	-1.292268
-0.041736	0.526012
-0.025042	-20.586238
-0.008347	-6.491982
0.008347	-3.947663
0.025042	-25.493210
0.041736	-13.580811
0.058431	-20.053262
0.075125	-3.715333
0.091820	8.008464
0.108514	-4.881022
0.125209	-2.445617
0.141903	0.944220
0.158598	12.023409
0.175292	-6.214251
0.191987	-8.160653
0.208681	-17.665749
0.225376	0.451665
0.242070	-6.599941
0.258765	-19.976244
0.275459	-2.343675
0.292154	15.179657
0.308848	-7.292422
0.325543	-1.319871
0.342237	-6.908543
0.358932	0.000562
0.375626	13.849375
0.392321	-22.076734
0.409015	12.121112
0.425710	-2.139394
0.442404	-10.005409
0.459098	14.183940
0.475793	-1.940627
0.492487	-7.907937
0.509182	9.030635
0.525876	-5.614170
0.542571	15.464091
0.559265	-14.659448
0.575960	18.177800
0.592654	5.941788
0.609349	-13.471968
0.626043	2.823992
0.642738	11.459775
0.659432	8.817224
0.676127	10.244531
0.692821	-11.570581
0.709516	-2.054531
0.726210	13.721536
0.742905	13.101335
0.759599	23.166732
0.776294	12.637378
0.792988	0.069929
0.809683	14.913998
0.826377	12.375685
0.843072	10.621813
0.859766	-2.583069
0.876461	1.964292
0.893155	-3.704241
0.909850	-7.526213
0.926544	9.179467
0.943239	8.932592
0.959933	25.516771
0.976628	12.090215
0.993322	-9.361267
1.010017	27.897055
1.026711	14.338622
1.043406	21.890121
1.060100	-5.681004
1.076795	29.848123
1.093489	8.429710
1.110184	12.409558
1.126878	6.729791
1.143573	7.378745
1.160267	12.697270
1.176962	19.731803
1.193656	-0.030226
1.210351	8.653995
